ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	SOURCE	PROTOSET	CONCEPTINSOURCE	UNCERTAINCOGNACY
2883	Cavinena	*agua,lluvia,río	ka-e-na-pa-ti-	ka-e-na-pa-ti-	k a + e + n a + p a + t i		327		305	están llorando los dos	
2884	Cavinena	*agua,lluvia,río	aco-na	aco-na	a ts o + n a		327		305	leche	
2885	Cavinena	*agua,lluvia,río	e-na-kaka	e-na-kaka	e + n a + k a k a		327	Armentia1887	305	jugo,zumo	
2886	Cavinena	*agua,lluvia,río	e-na-kaka-eti	e-na-kaka-eti	e + n a + k a k a + e t i		327	Armentia1887	305	supurar	
2887	Cavinena	*agua,lluvia,río	e-na-hi	e-na-hi	e + n a + h i		327	Armentia1887	305	ebrio	
2888	Cavinena	*agua,lluvia,río	na-hi	na-hi	n a + h i		327	Armentia1887	305	borrachera	
2889	Cavinena	*agua,lluvia,río	e-na-me	e-na-me	e + n a + m e		327	Armentia1887	305	caldo	
2890	EseEjja	*agua,lluvia,río	e-na	e-na	e + n a		327		305	agua,lluvio,río	
2891	EseEjja	*agua,lluvia,río	e-na poa-	e-na_poa-	e + n a + p o a		327		305	llover	
2892	EseEjja	*agua,lluvia,río	e-ná	e-ná	e + n á/a		327		305	sangre	
2893	EseEjja	*agua,lluvia,río	e-ná-kwaxi	e-ná-kwaxi	e + n á/a + kʷ a x i		327		305	gaviota (ave)	
2894	EseEjja	*agua,lluvia,río	e-na-wio	e-na-wio	e + n a + w i o		327		305	rana	
2895	EseEjja	*agua,lluvia,río	e-na-oxo	e-na-oxo	e + n a + o x o		327		305	río	
2896	EseEjja	*agua,lluvia,río	e-na-oxo-sawa	e-na-oxo-sawa	e + n a + o x o + s a w a		327		305	orilla del río	
2897	EseEjja	*agua,lluvia,río	na-šoheaka-	na-šoheaka-	n a + ʃ o h e a k a		327		305	desaguar (la canoa)	
2898	EseEjja	*agua,lluvia,río	e-na-šaho	e-na-šaho	e + n a + ʃ a h o		327		305	oleaje	
2899	EseEjja	*agua,lluvia,río	e-na-tawa	e-na-tawa	e + n a + t a w a		327		305	bilis	
2900	EseEjja	*agua,lluvia,río	na-kwaya-	na-kwaya-	n a + kʷ a j a		327		305	sangrar	
2901	Chama	*agua,lluvia,río	éna	éna	é/e n a		327		305	blood or liquid	
2902	Arasa	*agua,lluvia,río	éna	éna	é/e n a		327		305	water	
2856	ProtoTakana	*aguado	naki	naki	n a k i		332		305	aguado	
2857	Tacana	*aguado	nahi	nahi	n a h i		332		305	aguado,con agua	
2858	Cavinena	*aguado	naki	naki	n a k i		332		305	aguado	
2859	EseEjja	*aguado	naxi poa-	naxi_poa-	n a x i + p o a		332		305	menstruar	
4477	ProtoTakana	*ahogar	widi-	widi-	w i d i		482		473	ahogar	
4478	Tacana	*ahogar	widi-	widi-	β i d i		482		473	ahogar	
4479	Cavinena	*ahogar	widi-	widi-	β i d i		482		473	ahogar	
4480	EseEjja	*ahogar	wii-	wii-	w i i		482		473	ahogar	
516	ProtoTakana	*ajoajo	baʔawa	baʔawa	b a ʔ a w a		91		32	ajoajo	
517	Tacana	*ajoajo	bua	bua	b u a		91		32	ajoajo (árbol)	
518	Cavinena	*ajoajo	baawa-na	baawa-na	b a a w a + n a		91		32	ajoajo	
834	ProtoTakana	*ají	biju	biju	b i ʃ u		109		67	ají	
835	Tacana	*ají	biřu	biřu	b i ɽ u		109		67	ají	
836	Reyesano	*ají	mbišo	mbišo	m b i ʃ o		109		67	chile,chili pepper	
837	Cavinena	*ají	biho	biho	b i h o		109		67	ají	
838	Huarayo	*ají	bišo	bišo	b i ʃ o		109		67	ají	
2903	ProtoTakana	*ala	nabai	nabai	n a b a i		329		306	ala	
2904	Tacana	*ala	e-nabai	e-nabai	e + n a b a i		329		306	ala,manga de vestido o camisa	
2905	Tacana	*ala	nabai-rihi	nabai-rihi	n a b a i + r i h i		329	Armentia1887	306	mangas cortadas,camisa sin mangas	
2906	Reyesano	*ala	e-nambai	e-nambai	e + n a m b a i		329		306	wing	
2907	Maropa	*ala	ennambai	ennambai	e n n a m b a i		329	Heath1883	306	wing	
317	ProtoTakana	*alacrán	asi	asi	a s i		47		20	alacrán	
318	Tacana	*alacrán	asi	asi	a s i		47		20	alacrán	
319	Cavinena	*alacrán	ahi-pa	ahi-pa	a h i + p a		47		20	alacrán	
320	EseEjja	*alacrán	ahi	ahi	a h i		47		20	alacrán	
4382	ProtoTakana	*algodón	wap{a/e}	wapA	w a p a|e/a		473		463	algodón	
4383	Tacana	*algodón	wapa-wapa	wapa-wapa	w a p a + w a p a		473		463	blando,esponjado	
4384	Tacana	*algodón	wape-se	wape-se	w a p e + s e		473		463	algodón	
4385	Reyesano	*algodón	wapedhe	wapedhe	w a p e ð e		473		463	cotton	
4386	Cavinena	*algodón	wape-he	wape-he	w a p e + h e		473		463	algodón	
4387	EseEjja	*algodón	wapa	wapa	w a p a		473		463	espuma,otro	
4388	EseEjja	*algodón	wape-he	wape-he	w a p e + h e		473		463	algodón	
4389	EseEjja	*algodón	wapa-	wapa-	w a p a		473		463	espumar	
4390	Arasa	*algodón	wapéhe	wapéhe	w a p é/e h e		473		463	cotton	
2526	ProtoTakana	*alligator	mama	mama	m a m a		292		270	alligator	
2527	Tacana	*alligator	mama-mama	mama-mama	m a m a + m a m a		292		270	alligator	
2528	Cavinena	*alligator	mama-mama	mama-mama	m a m a + m a m a		292		270	alligator	
2836	ProtoTakana	*almendro	mu...ke	mu...ke	m u k e	or *makiwe (?) | There is uncertainty in regards to both protoforms on the ID in the source	316		304	almendro	
2837	Tacana	*almendro	muihe	muihe	m u i h e		316		304	castaña,almendro	
2838	Tacana	*almendro	mavi-haha	mavi-haha	m a β i + h a h a		316	Armentia1887	304	almendra de Tumupasa	
2839	Cavinena	*almendro	moke	moke	m o k e		316		304	almendro	
3141	ProtoTakana	*amargo	pac̣e	pac̣e	p a ʈʂ e		352		332	amargo	
3142	Tacana	*amargo	pace-da	pace-da	p a ʈʂ e + d a		352		332	amargo	
3143	Cavinena	*amargo	pace-da	pace-da	p a ts e + d a		352		332	amargo	
3144	Cavinena	*amargo	e-pace	e-pace	e + p a ts e		352	Armentia1887	332	hiel	
3145	Cavinena	*amargo	pace-daʔa	pace-daʔa	p a ts e + d a ʔ a		352	Armentia1887	332	ensalobrarse	
3146	EseEjja	*amargo	kea-pase	kea-pase	k e a + p a s e		352		332	amargo	
3147	Huarayo	*amargo	kia-pase	kia-pase	k i a + p a s e		352		332	amargo	
3148	Huarayo	*amargo	pasé-ama	pasé-ama	p a s é/e + a m a		352		332	no amargo	
3490	ProtoTakana	*amarrar,atar	řisi	řisi	ɽ i s i		521		372	amarrar,atar	
3491	Tacana	*amarrar,atar	e-risi-hi	e-risi-hi	e + r i s i + h i		521		372	cosa para amarrar	
3492	Tacana	*amarrar,atar	risi-hihi	risi-hihi	r i s i + h i h i		521		372	amarrado	
3493	Tacana	*amarrar,atar	risi-	risi-	r i s i		521		372	amarrar	
3494	Tacana	*amarrar,atar	risi-tia-da	risi-tia-da	r i s i + t i a + d a		521	Armentia1887	372	anudar	
3495	Cavinena	*amarrar,atar	e-risi	e-risi	e + r i s i		521		372	atada	
3496	Cavinena	*amarrar,atar	risi-wa-ke	risi-wa-ke	r i s i + w a + k e		521		372	amarrado	
3497	Cavinena	*amarrar,atar	e-risi-ke	e-risi-ke	e + r i s i + k e		521		372	nudo	
3498	Cavinena	*amarrar,atar	risi-risi-	risi-risi-	r i s i + r i s i		521		372	techar	
3499	Cavinena	*amarrar,atar	risi-tana-tere	risi-tana-tere	r i s i + t a n a + t e r e		521		372	amarrar todo	
3500	Cavinena	*amarrar,atar	risi-	risi-	r i s i		521		372	atar	
321	ProtoTakana	*amigo	ata	ata	a t a		48		21	amigo	
322	Tacana	*amigo	ata	ata	a t a		48		21	barrio,parcialidad	
323	Cavinena	*amigo	ata	ata	a t a		48		21	amigo,pariente,vecino,paisano	
324	Cavinena	*amigo	ata-ama	ata-ama	a t a + a m a		48		21	enemigo	
325	Cavinena	*amigo	y-ata-nana	y-ata-nana	j + a t a + n a n a		48		21	alma,espíritu	
326	Cavinena	*amigo	ata-nana-ma	ata-nana-ma	a t a + n a n a + m a		48	Armentia1887	21	desalmado	
327	Cavinena	*amigo	ata-piisi	ata-piisi	a t a + p i i s i		48	Armentia1887	21	consanguíneo	
68	ProtoTakana	*andar	ase	ase	a s e	see also *se	46		1	andar	
69	Tacana	*andar	ase-	ase-	a s e		46		1	andar	
70	Tacana	*andar	ase-ase-ti-	ase-ase-ti-	a s e + a s e + t i		46		1	ir a cazar	
71	Tacana	*andar	e-ase-neti	e-ase-neti	e + a s e + n e t i		46	Armentia1887	1	caminando,paseando	
72	Tacana	*andar	e-ase-tani	e-ase-tani	e + a s e + t a n i		46	Armentia1887	1	están andando	
73	Reyesano	*andar	ade-neti	ade-neti	a d e + n e t i		46		1	walk	
74	Maropa	*andar	aθe	aθe	a θ e		46		1	walk	
75	Cavinena	*andar	ahe-	ahe-	a h e		46		1	andar	
76	Cavinena	*andar	ahe-hida-ma	ahe-hida-ma	a h e + h i d a + m a		46		1	cojo	
77	Cavinena	*andar	ahe-ri-	ahe-ri-	a h e + r i		46		1	casi hacer	
78	EseEjja	*andar	aho-	aho-	a h o	cognate?	46		1	errar	
3040	ProtoTakana	*andar	nu-	nu-	n u		345		319	doblar	
3041	Tacana	*andar	nu-a-ti-	nu-a-ti-	n u + a + t i		345		319	andar y regreser	
3042	Tacana	*andar	nu-a-ti	nu-a-ti	n u + a + t i		345		319	vez	
3043	Cavinena	*andar	no-ka-	no-ka-	n o + k a		345		319	doblar	
3044	Cavinena	*andar	nuka	nuka	n u k a		345	Armentia1887	319	corva,plegar	
3045	Cavinena	*andar	nu-yu	nu-yu	n u + j u		345	Armentia1887	319	genuflexión	
3046	Cavinena	*andar	ka-nu-kato	ka-nu-kato	k a + n u + k a t o		345	Armentia1887	319	pliego	
3047	Cavinena	*andar	nuka-nuka	nuka-nuka	n u k a + n u k a		345	Armentia1887	319	enredadera	
3048	EseEjja	*andar	xa-no-či-ki-	xa-no-či-ki-	x a + n o + tʃ i + k i		345		319	doblarse (el plátano)	
3320	ProtoTakana	*andar	puti	puti	p u t i		378		354	andar	
3321	Tacana	*andar	puti-	puti-	p u t i		378		354	andar	
3322	Tacana	*andar	e-puti-su	e-puti-su	e + p u t i + s u		378	Armentia1887	354	cuando vaya	
3323	Tacana	*andar	puti-a	puti-a	p u t i + a		378	Armentia1887	354	ha ido	
3324	Tacana	*andar	puti-kwasu	puti-kwasu	p u t i + kʷ a s u		378	Armentia1887	354	si fuese	
3325	Tacana	*andar	pitu-dha	pitu-dha	p i t u + ð a		378	Armentia1887	354	fué,remoto	
3326	Tacana	*andar	puti-pucu	puti-pucu	p u t i + p u ʈʂ u		378	Armentia1887	354	yendo	
3327	Reyesano	*andar	puti-he	puti-he	p u t i + h e		378		354	go	
3328	Maropa	*andar	púti	púti	p ú/u t i		378	Heath1883	354	go	
3329	Araona	*andar	putibu	putibu	p u t i b u		378		354	ir	
3330	Cavinena	*andar	poti-tana	poti-tana	p o t i + t a n a		378		354	saltar,brincar	
3331	Cavinena	*andar	poti-a-ti-	poti-a-ti-	p o t i + a + t i		378		354	dejar,abandonar	
3332	Cavinena	*andar	puti	puti	p u t i		378	Armentia1887	354	brinco,corcovo,exigencia,fogosidad	
3333	Cavinena	*andar	puti-hu	puti-hu	p u t i + h u		378	Armentia1887	354	concomerse,desalmarse,exigir	
3334	Cavinena	*andar	puti-puti-u	puti-puti-u	p u t i + p u t i + u		378	Armentia1887	354	brincar	
3335	Cavinena	*andar	puti-sa	puti-sa	p u t i + s a		378	Armentia1887	354	fuga,fugar	
3336	Cavinena	*andar	puti tananubi	puti_tananubi	p u t i + t a n a n u b i		378	Armentia1887	354	invadir	
3337	EseEjja	*andar	poki-kwahi-	poki-kwahi-	p o k i + kʷ a h i		378		354	fuirse rápido	
3338	EseEjja	*andar	poki-	poki-	p o k i		378		354	fuirse	
3339	EseEjja	*andar	poki-kewaki-	poki-kewaki-	p o k i + k e w a k i		378		354	escapir	
3340	Chama	*andar	pókiani	pókiani	p ó/o k i a n i		378		354	going	
3782	ProtoTakana	*anillo	tařa	tařa	t a ɽ a	loan?	416		406	anillo	
3783	Tacana	*anillo	me-tara	me-tara	m e + t a r a		416		406	anillo	
3784	Tacana	*anillo	tara-ka	tara-ka	t a r a + k a	Concept 'tranca' taken from Armentia	416		406	corral,canchón,tranca	
3785	Reyesano	*anillo	me-tara	me-tara	m e + t a r a		416		406	ring	
3786	Cavinena	*anillo	me-tara	me-tara	m e + t a r a		416		406	anillo,sortija	
3787	Cavinena	*anillo	e-tara-kaneke	e-tara-kaneke	e + t a r a + k a n e k e		416		406	cerco	
3788	Cavinena	*anillo	tara-ka	tara-ka	t a r a + k a		416		406	corral	
3003	ProtoTakana	*anima,espíritu,corazón	niju	niju	n i ʃ u	Regarding the ID_in_Source: or *ini-?	343		318	anima,espíritu,corazón	
3004	Tacana	*anima,espíritu,corazón	e-niřu	e-niřu	e + n i ɽ u		343		318	anima de uno,sombra,espíritu	
3005	Tacana	*anima,espíritu,corazón	nidu kwad'de	nidu_kwad'de	n i d u + kʷ a d e		343	Armentia1887	318	asustar	
3006	Tacana	*anima,espíritu,corazón	nidu-taitia	nidu-taitia	n i d u + t a i t i a		343	Armentia1887	318	ultrajar	
3007	Sapibokona	*anima,espíritu,corazón	einisu	einisu	e i n i s u		343		318	anima	
3008	Cavinena	*anima,espíritu,corazón	e-niho	e-niho	e + n i h o	Concept 'pulsación' taken from Armentia	343		318	corazón,pulsación	
3009	Cavinena	*anima,espíritu,corazón	niho-kwa	niho-kwa	n i h o + kʷ a	cognate?	343		318	machuhuasu (abeja come turiro, pero hace miel)	
3010	Cavinena	*anima,espíritu,corazón	e-niho-dihi	e-niho-dihi	e + n i h o + d i h i		343		318	vena	
3011	Cavinena	*anima,espíritu,corazón	niho-ki	niho-ki	n i h o + k i		343		318	borracho	
3012	Cavinena	*anima,espíritu,corazón	niho-ki-ho	niho-ki-ho	n i h o + k i + h o		343		318	emborracharse	
3013	Cavinena	*anima,espíritu,corazón	nihu-amiku	nihu-amiku	n i h u + a m i k u		343	Armentia1887	318	furor	
3014	Cavinena	*anima,espíritu,corazón	nihu-kamaiti	nihu-kamaiti	n i h u + k a m a i t i		343	Armentia1887	318	rabia	
3015	Cavinena	*anima,espíritu,corazón	nihu-kasa-da	nihu-kasa-da	n i h u + k a s a + d a		343	Armentia1887	318	denuedo	
3016	Cavinena	*anima,espíritu,corazón	nihu-pa	nihu-pa	n i h u + p a		343	Armentia1887	318	deplorar,gemir,etc	
3883	ProtoTakana	*apagar	tiku	tiku	t i k u		433		419	apagar	
3884	Tacana	*apagar	e-tihu	e-tihu	e + t i h u		433	Armentia1887	419	se va a apagar	
3885	Tacana	*apagar	e-tihu-kwati	e-tihu-kwati	e + t i h u + kʷ a t i		433	Armentia1887	419	leña sin fuego	
3886	Cavinena	*apagar	e-tiko	e-tiko	e + t i k o		433		419	apagado	
3887	Cavinena	*apagar	tikwa-	tikwa-	t i kʷ a		433		419	apagar (fuego)	
3888	EseEjja	*apagar	kixo-yo-	kixo-yo-	k i x o + j o		433		419	apagar	
3474	ProtoTakana	*apretar	řibi	řibi	ɽ i b i		519		372	apretar	
3475	Tacana	*apretar	ribi	ribi	r i b i		519		372	trampa con cordel para animales	
3476	Tacana	*apretar	ribi-da	ribi-da	r i b i + d a		519		372	ajustado,apretado	
3477	Tacana	*apretar	ribi-a	ribi-a	r i b i + a		519	Armentia1887	372	apretar con cordel	
3478	Cavinena	*apretar	ribi-ribi	ribi-ribi	r i b i + r i b i	cognate?	519		372	arrugado	
3479	Cavinena	*apretar	ribu	ribu	r i b u		519	Armentia1887	372	abolsado	
1403	ProtoTakana	*ardilla	dawa-pa	dawa-pa	d a w a + p a		175		133	ardilla	
1404	Tacana	*ardilla	dawapa	dawapa	d a w a p a		175		133	ardilla	
1405	Cavinena	*ardilla	dawapa	dawapa	d a w a p a		175		133	ardilla,masi	
2702	ProtoTakana	*arma	mece	mece	m e ʈʂ e		304		284	arma	
2703	Tacana	*arma	mece	mece	m e ʈʂ e		304		284	arma	
2704	Tacana	*arma	mece-hi	mece-hi	m e ʈʂ e + h i		304		284	ajeno,con arma	
2705	Cavinena	*arma	mece-kike	mece-kike	m e ts e + k i k e		304		284	ajeno	
1332	ProtoTakana	*aro	c̣ure-	c̣ure-	ʈʂ u r e		165		123	aro	
1333	Tacana	*aro	e-cue	e-cue	e + ʈʂ u e		165		123	aro	
1334	Cavinena	*aro	e-core	e-core	e + ts o r e		165		123	mango,cabo	
2797	ProtoTakana	*arrancar,desplumar	muc̣u-	muc̣u-	m u ʈʂ u		317		296	arrancar,desplumar	
2798	Tacana	*arrancar,desplumar	mucu-	mucu-	m u ʈʂ u		317		296	arrancar	
2799	Tacana	*arrancar,desplumar	ina-mucu-	ina-mucu-	i n a + m u ʈʂ u		317		296	desplumar	
2800	Cavinena	*arrancar,desplumar	moco-	moco-	m o ts o		317		296	arrancar,desplumar	
2801	Cavinena	*arrancar,desplumar	mucu-mucu	mucu-mucu	m u ts u + m u ts u		317	Armentia1887	296	desherber,despreocupar	
662	ProtoTakana	*arrojar	bata-	bata-	b a t a		87		50	arrojar	
663	Tacana	*arrojar	bata-siu-	bata-siu-	b a t a + s i u		87		50	arrojar,vomitar	
664	EseEjja	*arrojar	hea-baka-	hea-baka-	h e a + b a k a		87		50	volcar	
2224	ProtoTakana	*asar	kwawi	kwawi	kʷ a w i		262		229	asar	
2225	Tacana	*asar	kwawi-	kwawi-	kʷ a β i		262		229	asar	
2226	Tacana	*asar	ina-kwawi-	ina-kwawi-	i n a + kʷ a β i		262		229	chamuscar	
2227	Tacana	*asar	ha-kwawi-ta-	ha-kwawi-ta-	h a + kʷ a β i + t a		262		229	quemarse	
2228	Tacana	*asar	kwawi-hihi	kwawi-hihi	kʷ a β i + h i h i		262		229	asado (en chapapa)	
2229	Cavinena	*asar	kwawi-	kwawi-	kʷ a β i	Concept 'asar en brasas' taken from Armentia	262		229	asar,asar en brasas	
2299	ProtoTakana	*asomar	kwazi	kwazi	kʷ a z i		263		238	asomar	
2300	Tacana	*asomar	kwadhi-ba-	kwadhi-ba-	kʷ a ð i + b a	Concept 'asomarse' taken from Armentia	263		238	espiar,asomarse	
2301	Cavinena	*asomar	kwahi	kwahi	kʷ a h i		263	Armentia1887	238	asomar	
2302	Cavinena	*asomar	kwahi-ti	kwahi-ti	kʷ a h i + t i		263	Armentia1887	238	averiguar,exploración	
2303	Cavinena	*asomar	kwahi-tima	kwahi-tima	kʷ a h i + t i m a		263		238	inaveriguable	
2304	Cavinena	*asomar	ka-kwahi-titi	ka-kwahi-titi	k a + kʷ a h i + t i t i		263	Armentia1887	238	convidar	
4175	ProtoTakana	*así	u-	u-	u		450		442	así	
4176	Tacana	*así	u-ha	u-ha	u + h a		450		442	así	
4177	Tacana	*así	u-he	u-he	u + h e		450		442	por aquí	
4178	Tacana	*así	u-hukwa-čidi	u-hukwa-čidi	u + h u kʷ a + tʃ i d i		450		442	este tanto,poco	
4179	Tacana	*así	u-maheme	u-maheme	u + m a h e m e	Is not clear if /u/ has a high pitch diacritic.	450		442	esta banda	
4180	Tacana	*así	u-ia	u-ia	u + i a		450		442	aquí	
4181	Tacana	*así	we	we	β e		450		442	aquí	
4182	Tacana	*así	we-kwata	we-kwata	β e + kʷ a t a		450		442	mas aquí	
4183	Tacana	*así	we-kitawe	we-kitawe	β e + k i t a β e	all from *u-e...	450		442	aquicito no más	
4184	Tacana	*así	u-bau	u-bau	u + b a u		450		442	este tamaño	
4185	Tacana	*así	u-bu-čidi	u-bu-čidi	u + b u + tʃ i d i		450		442	corto (en tiempo),etc	
4186	Cavinena	*así	o-ho	o-ho	o + h o		450		442	quizás,tal vez	
4187	Cavinena	*así	ehoʔoho	ehoʔoho	e h o ʔ o h o		450		442	quizás,tal vez	
4188	Cavinena	*así	y-odihidya	y-odihidya	j + o d i h i d j a		450		442	vuelta,otra vez	
4189	EseEjja	*así	o-haya	o-haya	o + h a j a		450		442	su	
4190	EseEjja	*así	o-naha	o-naha	o + n a h a		450		442	suyo	
4191	EseEjja	*así	o-ʔoya	o-ʔoya	o + ʔ o j a		450		442	otra vez	
4192	EseEjja	*así	o-waya	o-waya	o + w a j a		450		442	él	
4193	EseEjja	*así	o-xaña	o-xaña	o + x a ɲ a		450		442	todos,ellos	
4194	EseEjja	*así	o-ya	o-ya	o + j a		450		442	él	
4195	EseEjja	*así	o-ya-kwana	o-ya-kwana	o + j a + kʷ a n a		450		442	ellos,etc	
1203	ProtoTakana	*atorar	c̣i(i)-	c̣i-	ʈʂ i		150		108	atorar	
1204	Cavinena	*atorar	či-ki-	či-ki-	tʃ i + k i		150		108	atorar	
1205	Cavinena	*atorar	čii	čii	tʃ i i		150	Armentia1887	108	desgujar,deszumar	
1206	EseEjja	*atorar	sii-xa-	sii-xa-	s i i + x a		150		108	atorar	
1207	EseEjja	*atorar	si-bikayo-	si-bikayo-	s i + b i k a j o		150		108	estrangular,ahorcar	
3953	ProtoTakana	*atrás,después	tike	tike	t i k e		431		421	atrás,después	
3954	Tacana	*atrás,después	tihe	tihe	t i h e		431	Armentia1887	421	atrás,detrás,menor,después	
3955	Tacana	*atrás,después	tihe-neti	tihe-neti	t i h e + n e t i		431	Armentia1887	421	rezagado	
3956	Tacana	*atrás,después	tihe-neti-a	tihe-neti-a	t i h e + n e t i + a		431	Armentia1887	421	venir atrás	
3957	Tacana	*atrás,después	tihe-puhi	tihe-puhi	t i h e + p u h i		431	Armentia1887	421	el último	
3958	Tacana	*atrás,después	tihe-su	tihe-su	t i h e + s u		431	Armentia1887	421	después,posteriormente	
3959	EseEjja	*atrás,después	kixe	kixe	k i x e		431		421	después,atrás	
3960	EseEjja	*atrás,después	e-kixe aka-	e-kixe_aka-	e + k i x e + a k a		431		421	acompañar	
3961	Huarayo	*atrás,después	tihí	tihí	t i h í/i		431		421	último,después,detrás	
3133	ProtoTakana	*augmentative suffix	-pa	-pa	p a		19		330	augmentative suffix	
3134	Tacana	*augmentative suffix	-pa	-pa	p a		19		330	augmentative suffix	
3135	Tacana	*augmentative suffix	pa-ma-pa	pa-ma-pa	p a + m a + p a		19		330	todo,todos	
3136	Tacana	*augmentative suffix	pa-ʔai-da	pa-ʔai-da	p a + ʔ a i + d a	cognate?	19		330	ancho	
3137	Cavinena	*augmentative suffix	-pa	-pa	p a		19		330	augmentative suffix	
4401	ProtoTakana	*autoridad	wařa...	wařa...	w a ɽ a	loan?	478		467	autoridad	
4402	Tacana	*autoridad	wara(h)i	warai	w a r a i		478		467	autoridad	
4403	Cavinena	*autoridad	warahi	warahi	w a r a h i		478		467	cacique,jefe	
4404	Cavinena	*autoridad	warahi-kwana	warahi-kwana	w a r a h i + kʷ a n a		478		467	autoridad	
4405	Arasa	*autoridad	huayri	huayri	h u a j r i		478		467	chief	
2346	ProtoTakana	*avisar	kweisa	kweisa	kʷ e i s a		269		243	avisar	
2347	Tacana	*avisar	kisa-	kisa-	k i s a		269		243	avisar	
2348	Tacana	*avisar	kisa-kisa-pu-	kisa-kisa-pu-	k i s a + k i s a + p u		269		243	conversar,charlar	
2349	Cavinena	*avisar	ka-kweha-ti-	ka-kweha-ti-	k a + kʷ e h a + t i		269		243	avisar,hacer señas	
2350	Cavinena	*avisar	kweha-	kweha-	kʷ e h a		269		243	decir,avisar,predicar,invitar,contar,señalar	
855	ProtoTakana	*avispo,peto	bira	bira	b i r a		112		70	avispo,peto	
856	Tacana	*avispo,peto	bia	bia	b i a		112		70	avispo,peto	
857	Cavinena	*avispo,peto	bira	bira	b i r a		112		70	avispo,peto	
858	EseEjja	*avispo,peto	biya	biya	b i j a		112		70	peto	
859	EseEjja	*avispo,peto	biya-peeyo	biya-peeyo	b i j a + p e e j o		112		70	clase de víbora	
860	Huarayo	*avispo,peto	bía	bía	b í/i a		112		70	avispa	
1075	ProtoTakana	*ayudar	c̣awa-	c̣awa-	ʈʂ a w a		139		97	ayudar	
1076	Tacana	*ayudar	cawa-	cawa-	ʈʂ a w a		139		97	ayudar	
1077	Cavinena	*ayudar	cawa-	cawa-	ts a w a		139		97	ayudar	
1078	EseEjja	*ayudar	ewa-sawa-,baʔe-sawa-ka-	ewa-sawa-	e w a + s a w a		139		97	ayudar	
4652	ProtoTakana	*azul,verde	zawa	zawa	z a w a		499		494	azul,verde	
4653	Tacana	*azul,verde	dhawa-ne	dhawa-ne	ð a w a + n e		499		494	azul	
4654	Tacana	*azul,verde	dhawa-wata	dhawa-wata	ð a w a + w a t a		499		494	medio azul	
4655	Tacana	*azul,verde	e-dhawa	e-dhawa	e + ð a w a		499		494	verde,crudo	
4656	Reyesano	*azul,verde	sawa-me	sawa-me	s a w a + m e		499		494	blue,green	
4657	Maropa	*azul,verde	savamé	savamé	s a β a m é/e		499	Heath1883	494	blue	
4658	Cavinena	*azul,verde	sawa-da	sawa-da	s a w a + d a		499		494	verde,azul	
4659	Cavinena	*azul,verde	e-rani sawa-da-ke	e-rani_sawa-da-ke	e + r a n i + s a w a + d a + k e		499		494	carne fresca	
4660	Cavinena	*azul,verde	sawa-da-kwite	sawa-da-kwite	s a w a + d a + kʷ i t e		499		494	bien azul	
4661	Cavinena	*azul,verde	sawa-	sawa-	s a w a		499		494	teñir	
4662	Cavinena	*azul,verde	sawa-kaka-so-	sawa-kaka-so-	s a w a + k a k a + s o		499		494	enmohecer	
4663	Cavinena	*azul,verde	<tawa-daʔa>	tawa-daʔa	t a w a + d a ʔ a		499	Armentia1887	494	azulear	
4664	Cavinena	*azul,verde	<{s/z}awa-da>	Sawa-da	s|z/s a w a + d a		499	Armentia1887	494	azul	
4665	EseEjja	*azul,verde	e-tawa	e-tawa	e + t a w a		499		494	verde	
4666	EseEjja	*azul,verde	kea-tawa	kea-tawa	k e a + t a w a		499		494	clara (el agua)	
4667	EseEjja	*azul,verde	tawa-	tawa-	t a w a		499		494	aclararse	
4668	EseEjja	*azul,verde	e-na-tawa	e-na-tawa	e + n a + t a w a		499		494	bilis	
4669	Huarayo	*azul,verde	kia-tawa-nei	kia-tawa-nei	k i a + t a w a + n e i		499		494	claro (limpio)	
4670	Huarayo	*azul,verde	kia-sawa	kia-sawa	k i a + s a w a		499		494	azul	
4671	Huarayo	*azul,verde	sawáama	sawáama	s a w á/a a m a		499		494	no azul	
4672	Huarayo	*azul,verde	tawáʔama	tawáʔama	t a w á/a ʔ a m a		499		494	no limpio	
937	ProtoTakana	*bajar	bute	bute	b u t e		130		78	bajar	
938	Tacana	*bajar	e-bute-hi	e-bute-hi	e + b u t e + h i		130		78	bajada,puerto	
939	Tacana	*bajar	bute	bute	b u t e		130	Armentia1887	78	bajar	
940	Tacana	*bajar	bute-ni	bute-ni	b u t e + n i		130	Armentia1887	78	bajar	
941	Tacana	*bajar	ha-bute-ke	ha-bute-ke	h a + b u t e + k e		130	Armentia1887	78	inclínate,encúrbate	
942	Maropa	*bajar	animabotia	animabotia	a n i m a b o t i a		130	Heath1883	78	sit down	
943	Guariza	*bajar	anibuteni	anibuteni	a n i b u t e n i		130		78	sits	
